Mship No,Company Name,Address,Name,Ph (Off),Email,Business Sector(s),Business Speciality
,M. HANIF TEXTILE INDUSTRIES,Kasur - 43 KM FEROZEPUR ROAD TEXTILE WEAVING,,,,GREY CLOTH,
,MARJAN TEXTILE MILLS,Kasur - LTD. 58 KM MULTAN ROAD BHAI PHERU TEXTILE WEAVING,,4511533,,GREY CLOTH,
,MEHAK TEXTILES (PVT) LTD.,Kasur - 8 KM MANGA RAIWIND ROAD TEXTILE WEAVING,,5358382,,GREY CLOTH,
,MIRROT TEXTILE MILLS,Kasur - (PVT) LTD. MANGA RAIWIND ROAD RAIWIND TEXTILE WEAVING,,,,GREY CLOTH,
,MOHIB EXPORTS LTD.,Kasur - 8 KM MANGA RAIWIND ROAD MOUZA ROSA TEXTILE WEAVING,,,,GREY CLOTH,
,MOHSIN TEXTILE MILLS,Kasur - (PVT) LTD. 40-KM LAHORE KASUR ROAD LALEANI TEXTILE WEAVING,,4450515,,GREY CLOTH,
,MUMTAZ SHAHBAZ TEXTILE MILLS,Kasur - LTD. 52 KM MULTAN ROAD BHAI PHERU TEXTILE WEAVING,,,,GREY CLOTH,
,MURTAZA HASEEB TEXTILE MILLS,Kasur - LTD. 93.5 KM MULTAN ROAD HABIBABAD CHUNIAN TEXTILE WEAVING,,6366827-6303006,,GREY CLOTH,
,NAFAY TEXTILE INDUSTRIES,Kasur - (PVT) LTD. 5-KM RAIWIND ROAD TEXTILE WEAVING,,,,CANVAS CLOTH,
,NISHAT CHUNIAN NO.4 LTD,Kasur - (WEAVING) 49-KM MULTAN ROAD TEXTILE WEAVING,,4540032-7,,GREY CLOTH,
,NOBLE TEXTILE MILLS,Kasur - LTD. 9.5 KM MULTAN ROAD HABIBABAD TEXTILE WEAVING,,6366827-6303006,,GREY CLOTH,
,OBEROI TEXTILES LTD.,"Kasur - 1 KM., MANGA RAIWIND ROAD MANGA MANDI TEXTILE WEAVING",,351946,,GREY CLOTH,
,POWER TEXTILE INDUSTRIES,Kasur - LTD. 48 KM MULTAN ROAD BHAIPHERU TEXTILE WEAVING,,,,GREY CLOTH,
,PRUDENIAL TEXTILE MILL (PVT) LTD.,Kasur - 47-KM FEROZEPUR ROAD TEXTILE WEAVING,,2716316,,GREY CLOTH,
,QUALITY WEAVING (PVT) LTD.,Kasur - 49-KM.MULTAN ROAD TEXTILE WEAVING,,,,COTTON CLOTH,
,REGENCY TEXTILE LTD.,Kasur - 38 KM FEROZEPUR ROAD LULYANI (MUSTAFABAD) TEXTILE WEAVING,,04952-450221-2,,GREY CLOTH,
,SAAD TEXTILE MILL PVT.,Kasur - LTD 6 KM.MANGA RAIWIND ROAD TEXTILE WEAVING,,5750530-5754364,,GREY CLOTH,
,SALEEM TEXTILE (AYTEX) MILLS,Kasur - LTD. 49 KM MULTAN ROAD TEXTILE WEAVING,,,,GREY CLOTH,
,SAMIN TEXTILES LTD.,Kasur - 8 KM MANGA RAIWIND ROAD www.samintextile.com TEXTILE WEAVING,,5392593-5,,GREY CLOTH,
,SHAFI TEXTILE LTD.,Kasur - 4.5-KM RAIWIND ROAD MANGA ROAD RAIWIND TEXTILE WEAVING,,5393612-3,,GREY CLOTH,
,SHAH RUKH TEXTILE LTD.,Kasur - 42-KM FEROZEPUR ROAD TEXTILE WEAVING,,,,GREY CLOTH,
,SHAHZAD FABRICS (PVT) LTD.,"Kasur - 48-KM FEROZEPUR ROAD , 2760382 TEXTILE WEAVING",,2761923,,GREY CLOTH,
,SHAMSI INDUSTRIES,Kasur - (PVT) LTD. 40-KM FEROZEPUR ROAD MUSTAFA ABAD TEXTILE WEAVING,,4450736,,GREY CLOTH,
,SHEIKH RAOUF AHMAD POWER LOOMS KOT BHASSAR PURA ST.NO.15 TEXTILE WEAVING,Kasur -,,,,GREY CLOTH,
,SINACO TEXTILE PVT.,"Kasur - LTD. 44 KM., LAHORE MULTAN ROAD NATHEY KHALSA TEXTILE WEAVING",,,,GREY CLOTH,
,SUPERIOR FABRICS (PVT) LTD.,"Kasur - MANGA RAIWIND ROAD ROSSA BHAIL , 5392521 TEXTILE WEAVING",,5384331,,GREY CLOTH,
,YASMIN WEAVING INDUSTRY LTD.,Kasur - RAIWIND MANGA ROAD RAIWIND TEXTILE WEAVING,,,,GREY CLOTH,
,ZAR JABEEN TEXTILE MILLS,Kasur - (PVT) LTD. RAIWIND MANGA ROAD TEXTILE WEAVING,,0342-7359414,,GREY CLOTH,
,SYED MACHINERY LTD.,Kasur - 3-KM.MANGA RAIWIND ROAD TRACTOR PARTS,,042-5391214,,TRACTOR PARTS 30000 TH. RS.,
,KHYBER TRACTORS PVT.,Kasur - LTD 46-6 KM LAHORE KASUR ROAD DEH BHALLO TRACTORS,,,,TRACTORS,
,AYESHA COOKING OIL GHEE MILLS,Kasur - 1 KM OFF MANGA RAIWIND ROAD VEGETABLE GHEE AND COOKING OIL,,5392252-3,,"VEGETABLE GHEE , COOKINN OIL",
,REHMAN OIL MILLS,Kasur - LTD. 1.5 KM OFF MANGA RAIWIND ROAD VEGETABLE GHEE AND COOKING OIL,,5392792,,COOKING OIL,
,TRANS TECH LTD.,Kasur - 63 KM MULTAN ROAD JAMBER KHURD VEGETABLE GHEE AND COOKING OIL,,5111067,,VEGETABLE GHEE,
,CABLES & CONDUCTORS LTD.,Kasur - 1.6 KM OFF RAIWIND ROAD WIRE & CABLE,,5383959-60,,WIRE ROPE,
